agent,task,condition,n_reps,success_rate,dominant_status,records_median,records_ci_lo,records_ci_hi,unique_hosts_median,unique_hosts_ci_lo,unique_hosts_ci_hi,third_party_hosts_median,third_party_hosts_ci_lo,third_party_hosts_ci_hi,rq3_blocks_search_median,rq3_blocks_search_ci_lo,rq3_blocks_search_ci_hi,rq3_blocks_offdomain_median,rq3_blocks_offdomain_ci_lo,rq3_blocks_offdomain_ci_hi,rq3_blocks_cmp_median,rq3_blocks_cmp_ci_lo,rq3_blocks_cmp_ci_hi,duration_seconds_median,duration_seconds_ci_lo,duration_seconds_ci_hi
fara-7b,Allrecipes--22,C2,1,1.0,success,728,728,728,121,121,121,118,118,118,0,0,0,19,19,19,0,0,0,55.2,55.2,55.2
fara-7b,Allrecipes--22,C5,1,0.0,hit_max_rounds,1329,1329,1329,246,246,246,243,243,243,0,0,0,0,0,0,0,0,0,60.3,60.3,60.3
fara-7b,Allrecipes--22,C7,1,0.0,hit_max_rounds,836,836,836,131,131,131,128,128,128,0,0,0,25,25,25,0,0,0,57.3,57.3,57.3
fara-7b,Allrecipes--22,C8,1,0.0,hit_max_rounds,805,805,805,122,122,122,119,119,119,0,0,0,26,26,26,0,0,0,54.7,54.7,54.7
fara-7b,Allrecipes--23,C0,1,0.0,hit_max_rounds,888,888,888,167,167,167,164,164,164,0,0,0,0,0,0,0,0,0,54.5,54.5,54.5
fara-7b,Allrecipes--23,C2,1,1.0,success,734,734,734,120,120,120,117,117,117,0,0,0,20,20,20,0,0,0,43.6,43.6,43.6
fara-7b,Allrecipes--23,C5,1,1.0,success,1261,1261,1261,236,236,236,233,233,233,0,0,0,0,0,0,0,0,0,50.7,50.7,50.7
fara-7b,Allrecipes--23,C7,1,1.0,success,757,757,757,125,125,125,122,122,122,0,0,0,25,25,25,0,0,0,49.1,49.1,49.1
fara-7b,Allrecipes--23,C8,1,1.0,success,808,808,808,133,133,133,130,130,130,0,0,0,22,22,22,0,0,0,54.9,54.9,54.9
fara-7b,Allrecipes--24,C0,1,1.0,success,782,782,782,149,149,149,146,146,146,0,0,0,0,0,0,0,0,0,36.5,36.5,36.5
fara-7b,Allrecipes--24,C2,1,1.0,success,702,702,702,117,117,117,114,114,114,0,0,0,20,20,20,0,0,0,35.6,35.6,35.6
fara-7b,Allrecipes--24,C5,1,1.0,success,999,999,999,204,204,204,201,201,201,0,0,0,0,0,0,0,0,0,36.1,36.1,36.1
fara-7b,Allrecipes--24,C7,1,1.0,success,703,703,703,122,122,122,119,119,119,0,0,0,23,23,23,0,0,0,30.8,30.8,30.8
fara-7b,Allrecipes--24,C8,1,1.0,success,718,718,718,120,120,120,117,117,117,0,0,0,25,25,25,0,0,0,37.4,37.4,37.4
fara-7b,Allrecipes--25,C0,1,1.0,success,1206,1206,1206,206,206,206,203,203,203,0,0,0,0,0,0,0,0,0,65.1,65.1,65.1
fara-7b,Allrecipes--25,C2,1,1.0,success,825,825,825,131,131,131,128,128,128,0,0,0,24,24,24,0,0,0,59.0,59.0,59.0
fara-7b,Allrecipes--25,C5,1,1.0,success,1527,1527,1527,265,265,265,262,262,262,0,0,0,0,0,0,0,0,0,57.6,57.6,57.6
fara-7b,Allrecipes--25,C7,1,0.0,hit_max_rounds,797,797,797,122,122,122,119,119,119,0,0,0,24,24,24,0,0,0,53.3,53.3,53.3
fara-7b,Allrecipes--25,C8,1,1.0,success,774,774,774,127,127,127,124,124,124,0,0,0,27,27,27,0,0,0,48.2,48.2,48.2
fara-7b,Allrecipes--26,C0,1,1.0,success,946,946,946,178,178,178,175,175,175,0,0,0,0,0,0,0,0,0,56.2,56.2,56.2
fara-7b,Allrecipes--26,C2,1,0.0,hit_max_rounds,785,785,785,121,121,121,118,118,118,0,0,0,23,23,23,0,0,0,58.6,58.6,58.6
fara-7b,Allrecipes--26,C5,1,1.0,success,1240,1240,1240,231,231,231,228,228,228,0,0,0,0,0,0,0,0,0,50.4,50.4,50.4
fara-7b,Allrecipes--26,C7,1,1.0,success,839,839,839,128,128,128,125,125,125,0,0,0,25,25,25,0,0,0,57.6,57.6,57.6
fara-7b,Allrecipes--26,C8,1,1.0,success,830,830,830,133,133,133,130,130,130,0,0,0,25,25,25,0,0,0,56.8,56.8,56.8
fara-7b,Allrecipes--27,C0,1,1.0,success,946,946,946,197,197,197,194,194,194,0,0,0,0,0,0,0,0,0,26.7,26.7,26.7
fara-7b,Allrecipes--27,C2,1,1.0,success,780,780,780,130,130,130,127,127,127,0,0,0,24,24,24,0,0,0,49.6,49.6,49.6
fara-7b,Allrecipes--27,C5,1,1.0,success,1096,1096,1096,219,219,219,216,216,216,0,0,0,0,0,0,0,0,0,51.1,51.1,51.1
fara-7b,Allrecipes--27,C7,1,1.0,success,660,660,660,124,124,124,121,121,121,0,0,0,21,21,21,0,0,0,25.1,25.1,25.1
fara-7b,Allrecipes--27,C8,1,1.0,success,710,710,710,114,114,114,111,111,111,0,0,0,28,28,28,0,0,0,34.8,34.8,34.8
fara-7b,Allrecipes--28,C0,1,1.0,success,1087,1087,1087,212,212,212,209,209,209,0,0,0,0,0,0,0,0,0,32.8,32.8,32.8
fara-7b,Allrecipes--28,C2,1,0.0,agent_error,786,786,786,124,124,124,121,121,121,0,0,0,30,30,30,0,0,0,34.0,34.0,34.0
fara-7b,Allrecipes--28,C5,1,1.0,success,1270,1270,1270,236,236,236,233,233,233,0,0,0,0,0,0,0,0,0,33.2,33.2,33.2
fara-7b,Allrecipes--28,C7,1,0.0,hit_max_rounds,991,991,991,135,135,135,132,132,132,0,0,0,34,34,34,0,0,0,55.8,55.8,55.8
fara-7b,Allrecipes--28,C8,1,1.0,success,913,913,913,135,135,135,132,132,132,0,0,0,33,33,33,0,0,0,56.3,56.3,56.3
fara-7b,Allrecipes--29,C0,1,1.0,success,857,857,857,167,167,167,164,164,164,0,0,0,0,0,0,0,0,0,50.3,50.3,50.3
fara-7b,Allrecipes--29,C2,1,0.0,hit_max_rounds,640,640,640,113,113,113,110,110,110,0,0,0,24,24,24,0,0,0,58.5,58.5,58.5
fara-7b,Allrecipes--29,C5,1,1.0,success,1098,1098,1098,204,204,204,201,201,201,0,0,0,0,0,0,0,0,0,49.3,49.3,49.3
fara-7b,Allrecipes--29,C7,1,0.0,hit_max_rounds,658,658,658,115,115,115,112,112,112,0,0,0,23,23,23,0,0,0,56.8,56.8,56.8
fara-7b,Allrecipes--29,C8,1,0.0,hit_max_rounds,975,975,975,135,135,135,131,131,131,0,0,0,41,41,41,0,0,0,59.7,59.7,59.7
fara-7b,Allrecipes--3,C0,1,1.0,success,897,897,897,172,172,172,169,169,169,0,0,0,0,0,0,0,0,0,38.1,38.1,38.1
fara-7b,Allrecipes--3,C2,1,1.0,success,775,775,775,129,129,129,126,126,126,0,0,0,28,28,28,0,0,0,45.0,45.0,45.0
fara-7b,Allrecipes--3,C5,1,1.0,success,1201,1201,1201,237,237,237,234,234,234,0,0,0,0,0,0,0,0,0,38.9,38.9,38.9
fara-7b,Allrecipes--3,C7,1,1.0,success,850,850,850,144,144,144,141,141,141,0,0,0,30,30,30,1,1,1,38.4,38.4,38.4
fara-7b,Allrecipes--3,C8,1,1.0,success,686,686,686,128,128,128,125,125,125,0,0,0,25,25,25,0,0,0,31.0,31.0,31.0
fara-7b,Allrecipes--30,C0,1,0.0,hit_max_rounds,1286,1286,1286,216,216,216,213,213,213,0,0,0,0,0,0,0,0,0,59.6,59.6,59.6
fara-7b,Allrecipes--30,C2,1,0.0,hit_max_rounds,1555,1555,1555,147,147,147,144,144,144,0,0,0,72,72,72,0,0,0,59.4,59.4,59.4
fara-7b,Allrecipes--30,C5,1,0.0,hit_max_rounds,1692,1692,1692,286,286,286,282,282,282,0,0,0,0,0,0,0,0,0,59.3,59.3,59.3
fara-7b,Allrecipes--30,C7,1,0.0,hit_max_rounds,1199,1199,1199,140,140,140,136,136,136,0,0,0,54,54,54,0,0,0,58.7,58.7,58.7
fara-7b,Allrecipes--30,C8,1,0.0,hit_max_rounds,1045,1045,1045,147,147,147,143,143,143,0,0,0,46,46,46,0,0,0,56.2,56.2,56.2
fara-7b,Allrecipes--31,C0,1,0.0,hit_max_rounds,1183,1183,1183,225,225,225,222,222,222,0,0,0,0,0,0,0,0,0,55.9,55.9,55.9
fara-7b,Allrecipes--31,C2,1,0.0,unknown,1522,1522,1522,143,143,143,140,140,140,0,0,0,45,45,45,0,0,0,,,
fara-7b,Allrecipes--31,C5,1,0.0,hit_max_rounds,1309,1309,1309,248,248,248,245,245,245,0,0,0,0,0,0,0,0,0,64.6,64.6,64.6
fara-7b,Allrecipes--31,C7,1,1.0,success,1361,1361,1361,146,146,146,143,143,143,0,0,0,57,57,57,0,0,0,52.4,52.4,52.4
fara-7b,Allrecipes--31,C8,1,1.0,success,743,743,743,135,135,135,132,132,132,0,0,0,22,22,22,1,1,1,49.1,49.1,49.1
fara-7b,Allrecipes--32,C0,1,1.0,success,1092,1092,1092,203,203,203,200,200,200,0,0,0,0,0,0,0,0,0,43.7,43.7,43.7
fara-7b,Allrecipes--32,C2,1,1.0,success,694,694,694,122,122,122,119,119,119,0,0,0,22,22,22,0,0,0,46.4,46.4,46.4
fara-7b,Allrecipes--32,C5,1,1.0,success,1184,1184,1184,241,241,241,238,238,238,0,0,0,0,0,0,0,0,0,38.5,38.5,38.5
fara-7b,Allrecipes--32,C7,1,1.0,success,738,738,738,128,128,128,125,125,125,0,0,0,22,22,22,0,0,0,56.5,56.5,56.5
fara-7b,Allrecipes--32,C8,1,0.0,hit_max_rounds,1146,1146,1146,142,142,142,138,138,138,0,0,0,46,46,46,0,0,0,56.9,56.9,56.9
fara-7b,Allrecipes--33,C0,1,1.0,success,867,867,867,153,153,153,150,150,150,0,0,0,0,0,0,0,0,0,56.5,56.5,56.5
fara-7b,Allrecipes--33,C2,1,1.0,success,822,822,822,134,134,134,131,131,131,0,0,0,22,22,22,0,0,0,58.6,58.6,58.6
fara-7b,Allrecipes--33,C5,1,1.0,success,1678,1678,1678,278,278,278,275,275,275,0,0,0,0,0,0,0,0,0,52.1,52.1,52.1
fara-7b,Allrecipes--33,C7,1,1.0,success,1024,1024,1024,141,141,141,138,138,138,0,0,0,35,35,35,0,0,0,56.8,56.8,56.8
fara-7b,Allrecipes--33,C8,1,1.0,success,789,789,789,133,133,133,130,130,130,0,0,0,22,22,22,0,0,0,51.0,51.0,51.0
fara-7b,Allrecipes--34,C0,1,1.0,success,1104,1104,1104,216,216,216,213,213,213,0,0,0,0,0,0,0,0,0,30.2,30.2,30.2
fara-7b,Allrecipes--34,C2,1,1.0,success,629,629,629,116,116,116,113,113,113,0,0,0,21,21,21,0,0,0,24.5,24.5,24.5
fara-7b,Allrecipes--34,C5,1,1.0,success,1066,1066,1066,216,216,216,213,213,213,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0
fara-7b,Allrecipes--34,C7,1,1.0,success,673,673,673,128,128,128,125,125,125,0,0,0,22,22,22,0,0,0,29.2,29.2,29.2
fara-7b,Allrecipes--34,C8,1,1.0,success,640,640,640,122,122,122,119,119,119,0,0,0,24,24,24,0,0,0,23.9,23.9,23.9
fara-7b,Allrecipes--35,C0,1,1.0,success,1115,1115,1115,200,200,200,197,197,197,0,0,0,0,0,0,0,0,0,43.9,43.9,43.9
fara-7b,Allrecipes--35,C2,1,1.0,success,789,789,789,139,139,139,136,136,136,0,0,0,28,28,28,0,0,0,44.2,44.2,44.2
fara-7b,Allrecipes--35,C5,1,1.0,success,879,879,879,185,185,185,182,182,182,0,0,0,0,0,0,0,0,0,24.3,24.3,24.3
fara-7b,Allrecipes--35,C7,1,1.0,success,646,646,646,117,117,117,114,114,114,0,0,0,26,26,26,0,0,0,24.2,24.2,24.2
fara-7b,Allrecipes--35,C8,1,1.0,success,662,662,662,122,122,122,119,119,119,0,0,0,22,22,22,0,0,0,24.6,24.6,24.6
fara-7b,Allrecipes--36,C0,1,1.0,success,1239,1239,1239,232,232,232,229,229,229,0,0,0,0,0,0,0,0,0,55.6,55.6,55.6
fara-7b,Allrecipes--36,C2,1,1.0,success,957,957,957,132,132,132,129,129,129,0,0,0,33,33,33,0,0,0,58.6,58.6,58.6
fara-7b,Allrecipes--36,C5,1,1.0,success,1160,1160,1160,222,222,222,219,219,219,0,0,0,0,0,0,0,0,0,53.6,53.6,53.6
fara-7b,Allrecipes--36,C7,1,1.0,success,804,804,804,129,129,129,126,126,126,0,0,0,21,21,21,0,0,0,53.9,53.9,53.9
fara-7b,Allrecipes--36,C8,1,1.0,success,790,790,790,126,126,126,123,123,123,0,0,0,25,25,25,0,0,0,53.1,53.1,53.1
fara-7b,Allrecipes--37,C0,1,1.0,success,893,893,893,171,171,171,168,168,168,0,0,0,0,0,0,0,0,0,36.7,36.7,36.7
fara-7b,Allrecipes--37,C2,1,1.0,success,860,860,860,142,142,142,139,139,139,0,0,0,30,30,30,0,0,0,47.9,47.9,47.9
fara-7b,Allrecipes--37,C5,1,1.0,success,1115,1115,1115,237,237,237,234,234,234,0,0,0,0,0,0,0,0,0,44.7,44.7,44.7
fara-7b,Allrecipes--37,C7,1,1.0,success,782,782,782,144,144,144,141,141,141,0,0,0,27,27,27,0,0,0,41.8,41.8,41.8
fara-7b,Allrecipes--37,C8,1,1.0,success,730,730,730,134,134,134,131,131,131,0,0,0,28,28,28,0,0,0,37.9,37.9,37.9
fara-7b,Allrecipes--38,C0,1,1.0,success,1257,1257,1257,202,202,202,199,199,199,0,0,0,0,0,0,0,0,0,33.3,33.3,33.3
fara-7b,Allrecipes--38,C2,1,1.0,success,593,593,593,112,112,112,109,109,109,0,0,0,18,18,18,0,0,0,31.2,31.2,31.2
fara-7b,Allrecipes--38,C5,1,1.0,success,1063,1063,1063,228,228,228,225,225,225,0,0,0,0,0,0,0,0,0,25.1,25.1,25.1
fara-7b,Allrecipes--38,C7,1,1.0,success,667,667,667,124,124,124,121,121,121,0,0,0,23,23,23,0,0,0,25.9,25.9,25.9
fara-7b,Allrecipes--38,C8,1,1.0,success,661,661,661,117,117,117,114,114,114,0,0,0,24,24,24,0,0,0,24.7,24.7,24.7
fara-7b,Allrecipes--39,C0,1,0.0,hit_max_rounds,551,551,551,53,53,53,51,51,51,0,0,0,0,0,0,0,0,0,57.0,57.0,57.0
fara-7b,Allrecipes--39,C2,1,0.0,hit_max_rounds,887,887,887,137,137,137,134,134,134,0,0,0,30,30,30,0,0,0,55.0,55.0,55.0
fara-7b,Allrecipes--39,C5,1,0.0,hit_max_rounds,1209,1209,1209,232,232,232,229,229,229,0,0,0,0,0,0,0,0,0,64.0,64.0,64.0
fara-7b,Allrecipes--39,C7,1,0.0,hit_max_rounds,828,828,828,133,133,133,130,130,130,0,0,0,32,32,32,0,0,0,53.7,53.7,53.7
fara-7b,Allrecipes--39,C8,1,0.0,hit_max_rounds,826,826,826,136,136,136,133,133,133,0,0,0,26,26,26,0,0,0,61.8,61.8,61.8
fara-7b,Allrecipes--4,C0,1,1.0,success,1256,1256,1256,228,228,228,225,225,225,0,0,0,0,0,0,0,0,0,38.9,38.9,38.9
fara-7b,Allrecipes--4,C2,1,0.0,hit_max_rounds,873,873,873,139,139,139,136,136,136,0,0,0,29,29,29,0,0,0,56.5,56.5,56.5
fara-7b,Allrecipes--4,C5,1,0.0,hit_max_rounds,1275,1275,1275,228,228,228,225,225,225,0,0,0,0,0,0,0,0,0,54.9,54.9,54.9
fara-7b,Allrecipes--4,C7,1,1.0,success,747,747,747,137,137,137,134,134,134,0,0,0,26,26,26,0,0,0,43.6,43.6,43.6
fara-7b,Allrecipes--4,C8,1,1.0,success,725,725,725,135,135,135,132,132,132,0,0,0,29,29,29,0,0,0,30.9,30.9,30.9
fara-7b,Allrecipes--40,C0,1,0.0,hit_max_rounds,257,257,257,84,84,84,81,81,81,0,0,0,0,0,0,0,0,0,52.3,52.3,52.3
fara-7b,Allrecipes--40,C2,1,0.0,hit_max_rounds,211,211,211,66,66,66,63,63,63,0,0,0,7,7,7,0,0,0,52.2,52.2,52.2
fara-7b,Allrecipes--40,C5,1,1.0,success,235,235,235,80,80,80,77,77,77,0,0,0,0,0,0,0,0,0,51.7,51.7,51.7
fara-7b,Allrecipes--40,C7,1,0.0,hit_max_rounds,244,244,244,79,79,79,76,76,76,0,0,0,6,6,6,0,0,0,57.9,57.9,57.9
fara-7b,Allrecipes--40,C8,1,1.0,success,230,230,230,76,76,76,73,73,73,0,0,0,5,5,5,0,0,0,27.4,27.4,27.4
fara-7b,Allrecipes--41,C0,1,1.0,success,912,912,912,219,219,219,216,216,216,0,0,0,0,0,0,0,0,0,38.1,38.1,38.1
fara-7b,Allrecipes--41,C2,1,1.0,success,394,394,394,99,99,99,96,96,96,0,0,0,13,13,13,0,0,0,37.1,37.1,37.1
fara-7b,Allrecipes--41,C5,1,1.0,success,785,785,785,204,204,204,201,201,201,0,0,0,0,0,0,0,0,0,39.9,39.9,39.9
fara-7b,Allrecipes--41,C7,1,1.0,success,402,402,402,105,105,105,102,102,102,0,0,0,14,14,14,0,0,0,28.6,28.6,28.6
fara-7b,Allrecipes--41,C8,1,0.0,hit_max_rounds,666,666,666,120,120,120,116,116,116,0,0,0,32,32,32,0,0,0,53.7,53.7,53.7
fara-7b,Allrecipes--42,C0,1,1.0,success,693,693,693,146,146,146,143,143,143,0,0,0,0,0,0,0,0,0,25.1,25.1,25.1
fara-7b,Allrecipes--42,C2,1,1.0,success,659,659,659,119,119,119,116,116,116,0,0,0,22,22,22,0,0,0,28.6,28.6,28.6
fara-7b,Allrecipes--42,C5,1,1.0,success,1126,1126,1126,223,223,223,220,220,220,0,0,0,0,0,0,0,0,0,25.2,25.2,25.2
fara-7b,Allrecipes--42,C7,1,1.0,success,678,678,678,122,122,122,119,119,119,0,0,0,23,23,23,0,0,0,24.4,24.4,24.4
fara-7b,Allrecipes--42,C8,1,1.0,success,687,687,687,127,127,127,124,124,124,0,0,0,29,29,29,0,0,0,24.2,24.2,24.2
fara-7b,Allrecipes--43,C0,1,0.0,hit_max_rounds,887,887,887,155,155,155,152,152,152,0,0,0,0,0,0,0,0,0,55.1,55.1,55.1
fara-7b,Allrecipes--43,C2,1,0.0,hit_max_rounds,1012,1012,1012,129,129,129,126,126,126,0,0,0,38,38,38,0,0,0,56.7,56.7,56.7
fara-7b,Allrecipes--43,C5,1,0.0,hit_max_rounds,1076,1076,1076,207,207,207,204,204,204,0,0,0,0,0,0,0,0,0,55.4,55.4,55.4
fara-7b,Allrecipes--43,C7,1,0.0,hit_max_rounds,894,894,894,134,134,134,131,131,131,0,0,0,31,31,31,0,0,0,56.3,56.3,56.3
fara-7b,Allrecipes--43,C8,1,0.0,hit_max_rounds,1029,1029,1029,138,138,138,135,135,135,0,0,0,39,39,39,0,0,0,71.9,71.9,71.9
fara-7b,Allrecipes--44,C0,1,1.0,success,736,736,736,172,172,172,169,169,169,0,0,0,0,0,0,0,0,0,31.1,31.1,31.1
fara-7b,Allrecipes--44,C2,1,1.0,success,371,371,371,105,105,105,102,102,102,0,0,0,14,14,14,0,0,0,23.6,23.6,23.6
fara-7b,Allrecipes--44,C5,1,1.0,success,749,749,749,210,210,210,207,207,207,0,0,0,0,0,0,0,0,0,26.6,26.6,26.6
fara-7b,Allrecipes--44,C7,1,1.0,success,386,386,386,102,102,102,99,99,99,0,0,0,14,14,14,0,0,0,27.1,27.1,27.1
fara-7b,Allrecipes--44,C8,1,1.0,success,366,366,366,99,99,99,96,96,96,0,0,0,12,12,12,0,0,0,26.5,26.5,26.5
fara-7b,Allrecipes--5,C0,1,1.0,success,1103,1103,1103,214,214,214,211,211,211,0,0,0,0,0,0,0,0,0,58.4,58.4,58.4
fara-7b,Allrecipes--5,C2,1,1.0,success,1073,1073,1073,137,137,137,134,134,134,0,0,0,43,43,43,0,0,0,54.8,54.8,54.8
fara-7b,Allrecipes--5,C5,1,1.0,success,1390,1390,1390,236,236,236,233,233,233,0,0,0,0,0,0,0,0,0,56.0,56.0,56.0
fara-7b,Allrecipes--5,C7,1,1.0,success,768,768,768,130,130,130,127,127,127,0,0,0,24,24,24,0,0,0,49.9,49.9,49.9
fara-7b,Allrecipes--5,C8,1,1.0,success,775,775,775,132,132,132,129,129,129,0,0,0,23,23,23,1,1,1,52.0,52.0,52.0
fara-7b,Allrecipes--6,C0,1,1.0,success,760,760,760,140,140,140,137,137,137,0,0,0,0,0,0,0,0,0,40.5,40.5,40.5
fara-7b,Allrecipes--6,C2,1,1.0,success,664,664,664,127,127,127,124,124,124,0,0,0,22,22,22,0,0,0,51.6,51.6,51.6
fara-7b,Allrecipes--6,C5,1,1.0,success,1203,1203,1203,220,220,220,217,217,217,0,0,0,0,0,0,0,0,0,58.2,58.2,58.2
fara-7b,Allrecipes--6,C7,1,1.0,success,651,651,651,116,116,116,113,113,113,0,0,0,22,22,22,0,0,0,49.9,49.9,49.9
fara-7b,Allrecipes--6,C8,1,1.0,success,680,680,680,118,118,118,115,115,115,0,0,0,29,29,29,0,0,0,49.2,49.2,49.2
fara-7b,Allrecipes--7,C0,1,0.0,hit_max_rounds,1303,1303,1303,240,240,240,237,237,237,0,0,0,0,0,0,0,0,0,64.5,64.5,64.5
fara-7b,Allrecipes--7,C2,1,0.0,hit_max_rounds,853,853,853,129,129,129,126,126,126,0,0,0,22,22,22,0,0,0,58.7,58.7,58.7
fara-7b,Allrecipes--7,C5,1,0.0,hit_max_rounds,1392,1392,1392,246,246,246,243,243,243,0,0,0,0,0,0,0,0,0,56.7,56.7,56.7
fara-7b,Allrecipes--7,C7,1,0.0,hit_max_rounds,827,827,827,129,129,129,126,126,126,0,0,0,30,30,30,0,0,0,64.9,64.9,64.9
fara-7b,Allrecipes--7,C8,1,1.0,success,1013,1013,1013,149,149,149,146,146,146,0,0,0,35,35,35,0,0,0,57.9,57.9,57.9
fara-7b,Allrecipes--8,C0,1,1.0,success,720,720,720,151,151,151,148,148,148,0,0,0,0,0,0,0,0,0,23.9,23.9,23.9
fara-7b,Allrecipes--8,C2,1,1.0,success,634,634,634,122,122,122,119,119,119,0,0,0,18,18,18,0,0,0,25.3,25.3,25.3
fara-7b,Allrecipes--8,C5,1,1.0,success,1068,1068,1068,230,230,230,227,227,227,0,0,0,0,0,0,0,0,0,25.4,25.4,25.4
fara-7b,Allrecipes--8,C7,1,1.0,success,652,652,652,120,120,120,117,117,117,0,0,0,23,23,23,0,0,0,24.4,24.4,24.4
fara-7b,Allrecipes--8,C8,1,1.0,success,652,652,652,122,122,122,119,119,119,0,0,0,24,24,24,0,0,0,24.4,24.4,24.4
fara-7b,Allrecipes--9,C0,1,1.0,success,1121,1121,1121,240,240,240,237,237,237,0,0,0,0,0,0,0,0,0,46.3,46.3,46.3
fara-7b,Allrecipes--9,C2,1,0.0,agent_error,149,149,149,57,57,57,55,55,55,0,0,0,3,3,3,0,0,0,38.4,38.4,38.4
fara-7b,Allrecipes--9,C5,1,0.0,hit_max_rounds,1249,1249,1249,233,233,233,230,230,230,0,0,0,0,0,0,0,0,0,56.0,56.0,56.0
fara-7b,Allrecipes--9,C7,1,1.0,success,740,740,740,128,128,128,125,125,125,0,0,0,22,22,22,0,0,0,48.1,48.1,48.1
fara-7b,Allrecipes--9,C8,1,1.0,success,784,784,784,141,141,141,138,138,138,0,0,0,29,29,29,0,0,0,44.5,44.5,44.5
fara-7b,Amazon--0,C0,1,0.0,hit_max_rounds,1294,1294,1294,51,51,51,46,46,46,0,0,0,0,0,0,0,0,0,63.5,63.5,63.5
fara-7b,Amazon--0,C2,1,0.0,hit_max_rounds,347,347,347,7,7,7,4,4,4,0,0,0,2,2,2,0,0,0,49.0,49.0,49.0
fara-7b,Amazon--0,C5,1,1.0,success,901,901,901,38,38,38,33,33,33,0,0,0,0,0,0,0,0,0,32.7,32.7,32.7
fara-7b,Amazon--0,C7,1,1.0,success,842,842,842,9,9,9,4,4,4,0,0,0,5,5,5,0,0,0,43.8,43.8,43.8
fara-7b,Amazon--0,C8,1,0.0,hit_max_rounds,1110,1110,1110,14,14,14,9,9,9,0,0,0,5,5,5,0,0,0,71.6,71.6,71.6
fara-7b,Amazon--1,C0,1,0.0,hit_max_rounds,787,787,787,53,53,53,48,48,48,0,0,0,0,0,0,0,0,0,56.5,56.5,56.5
fara-7b,Amazon--1,C2,1,0.0,hit_max_rounds,642,642,642,10,10,10,5,5,5,0,0,0,2,2,2,0,0,0,57.3,57.3,57.3
fara-7b,Amazon--1,C5,1,0.0,hit_max_rounds,805,805,805,54,54,54,49,49,49,0,0,0,0,0,0,0,0,0,55.2,55.2,55.2
fara-7b,Amazon--1,C7,1,0.0,hit_max_rounds,650,650,650,10,10,10,5,5,5,0,0,0,2,2,2,0,0,0,57.0,57.0,57.0
fara-7b,Amazon--1,C8,1,0.0,agent_error,405,405,405,9,9,9,5,5,5,0,0,0,0,0,0,0,0,0,26.4,26.4,26.4
fara-7b,Amazon--10,C0,1,0.0,hit_max_rounds,571,571,571,47,47,47,43,43,43,0,0,0,0,0,0,0,0,0,60.2,60.2,60.2
fara-7b,Amazon--10,C2,1,0.0,hit_max_rounds,722,722,722,9,9,9,4,4,4,0,0,0,5,5,5,0,0,0,63.5,63.5,63.5
fara-7b,Amazon--10,C5,1,0.0,hit_max_rounds,849,849,849,30,30,30,26,26,26,0,0,0,0,0,0,0,0,0,58.4,58.4,58.4
fara-7b,Amazon--10,C7,1,0.0,hit_max_rounds,688,688,688,10,10,10,5,5,5,0,0,0,5,5,5,0,0,0,63.8,63.8,63.8
fara-7b,Amazon--10,C8,1,1.0,success,625,625,625,7,7,7,3,3,3,0,0,0,3,3,3,0,0,0,33.7,33.7,33.7
fara-7b,Amazon--11,C0,1,0.0,hit_max_rounds,927,927,927,52,52,52,47,47,47,0,0,0,0,0,0,0,0,0,66.6,66.6,66.6
fara-7b,Amazon--11,C2,1,0.0,hit_max_rounds,746,746,746,13,13,13,8,8,8,0,0,0,4,4,4,0,0,0,63.7,63.7,63.7
fara-7b,Amazon--11,C5,1,0.0,hit_max_rounds,976,976,976,31,31,31,26,26,26,0,0,0,0,0,0,0,0,0,63.3,63.3,63.3
fara-7b,Amazon--11,C7,1,0.0,hit_max_rounds,875,875,875,12,12,12,7,7,7,0,0,0,4,4,4,0,0,0,62.9,62.9,62.9
fara-7b,Amazon--11,C8,1,0.0,hit_max_rounds,853,853,853,9,9,9,4,4,4,0,0,0,4,4,4,0,0,0,62.7,62.7,62.7
fara-7b,Amazon--12,C0,1,0.0,hit_max_rounds,1146,1146,1146,37,37,37,31,31,31,0,0,0,0,0,0,0,0,0,62.5,62.5,62.5
fara-7b,Amazon--12,C2,1,0.0,hit_max_rounds,807,807,807,12,12,12,7,7,7,0,0,0,4,4,4,0,0,0,57.7,57.7,57.7
fara-7b,Amazon--12,C5,1,0.0,hit_max_rounds,1240,1240,1240,63,63,63,57,57,57,0,0,0,0,0,0,0,0,0,59.3,59.3,59.3
fara-7b,Amazon--12,C7,1,0.0,hit_max_rounds,819,819,819,12,12,12,7,7,7,0,0,0,4,4,4,0,0,0,59.1,59.1,59.1
fara-7b,Amazon--12,C8,1,0.0,hit_max_rounds,798,798,798,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,60.0,60.0,60.0
fara-7b,Amazon--13,C0,1,0.0,hit_max_rounds,815,815,815,31,31,31,26,26,26,0,0,0,0,0,0,0,0,0,67.7,67.7,67.7
fara-7b,Amazon--13,C2,1,0.0,hit_max_rounds,885,885,885,11,11,11,6,6,6,0,0,0,2,2,2,0,0,0,62.8,62.8,62.8
fara-7b,Amazon--13,C5,1,0.0,hit_max_rounds,1140,1140,1140,33,33,33,28,28,28,0,0,0,0,0,0,0,0,0,59.6,59.6,59.6
