agent,task,condition,n_reps,success_rate,dominant_status,records_median,records_ci_lo,records_ci_hi,unique_hosts_median,unique_hosts_ci_lo,unique_hosts_ci_hi,third_party_hosts_median,third_party_hosts_ci_lo,third_party_hosts_ci_hi,rq3_blocks_search_median,rq3_blocks_search_ci_lo,rq3_blocks_search_ci_hi,rq3_blocks_offdomain_median,rq3_blocks_offdomain_ci_lo,rq3_blocks_offdomain_ci_hi,rq3_blocks_cmp_median,rq3_blocks_cmp_ci_lo,rq3_blocks_cmp_ci_hi,duration_seconds_median,duration_seconds_ci_lo,duration_seconds_ci_hi
fara-7b,Huggingface--20,C8,1,1.0,success,374,374,374,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,47.6,47.6,47.6
fara-7b,Huggingface--21,C0,1,1.0,success,336,336,336,16,16,16,14,14,14,0,0,0,0,0,0,0,0,0,57.6,57.6,57.6
fara-7b,Huggingface--21,C2,1,0.0,hit_max_rounds,137,137,137,8,8,8,6,6,6,0,0,0,7,7,7,0,0,0,54.7,54.7,54.7
fara-7b,Huggingface--21,C5,1,0.0,hit_max_rounds,422,422,422,24,24,24,22,22,22,0,0,0,0,0,0,0,0,0,60.1,60.1,60.1
fara-7b,Huggingface--21,C7,1,0.0,hit_max_rounds,136,136,136,8,8,8,6,6,6,0,0,0,7,7,7,0,0,0,54.7,54.7,54.7
fara-7b,Huggingface--21,C8,1,0.0,hit_max_rounds,450,450,450,12,12,12,10,10,10,0,0,0,8,8,8,0,0,0,63.8,63.8,63.8
fara-7b,Huggingface--22,C0,1,0.0,hit_max_rounds,508,508,508,15,15,15,13,13,13,0,0,0,0,0,0,0,0,0,57.2,57.2,57.2
fara-7b,Huggingface--22,C2,1,0.0,hit_max_rounds,107,107,107,8,8,8,6,6,6,0,0,0,6,6,6,0,0,0,51.0,51.0,51.0
fara-7b,Huggingface--22,C5,1,0.0,agent_error,121,121,121,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,12.6,12.6,12.6
fara-7b,Huggingface--22,C7,1,0.0,hit_max_rounds,107,107,107,8,8,8,6,6,6,0,0,0,6,6,6,0,0,0,50.8,50.8,50.8
fara-7b,Huggingface--22,C8,1,0.0,hit_max_rounds,345,345,345,7,7,7,5,5,5,0,0,0,6,6,6,0,0,0,59.6,59.6,59.6
fara-7b,Huggingface--23,C0,1,0.0,hit_max_rounds,313,313,313,17,17,17,15,15,15,0,0,0,0,0,0,0,0,0,60.5,60.5,60.5
fara-7b,Huggingface--23,C2,1,0.0,hit_max_rounds,335,335,335,12,12,12,10,10,10,0,0,0,6,6,6,0,0,0,52.5,52.5,52.5
fara-7b,Huggingface--23,C5,1,0.0,hit_max_rounds,536,536,536,15,15,15,13,13,13,0,0,0,0,0,0,0,0,0,54.1,54.1,54.1
fara-7b,Huggingface--23,C7,1,0.0,hit_max_rounds,335,335,335,12,12,12,10,10,10,0,0,0,6,6,6,0,0,0,52.2,52.2,52.2
fara-7b,Huggingface--23,C8,1,0.0,hit_max_rounds,421,421,421,12,12,12,10,10,10,0,0,0,5,5,5,0,0,0,55.9,55.9,55.9
fara-7b,Huggingface--24,C0,1,1.0,success,226,226,226,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,42.0,42.0,42.0
fara-7b,Huggingface--24,C2,1,1.0,success,214,214,214,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,42.4,42.4,42.4
fara-7b,Huggingface--24,C5,1,1.0,success,219,219,219,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,42.6,42.6,42.6
fara-7b,Huggingface--24,C7,1,1.0,success,215,215,215,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,31.0,31.0,31.0
fara-7b,Huggingface--24,C8,1,1.0,success,215,215,215,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,48.2,48.2,48.2
fara-7b,Huggingface--25,C0,1,0.0,hit_max_rounds,501,501,501,18,18,18,16,16,16,0,0,0,0,0,0,0,0,0,57.0,57.0,57.0
fara-7b,Huggingface--25,C2,1,1.0,success,334,334,334,7,7,7,5,5,5,0,0,0,4,4,4,0,0,0,58.7,58.7,58.7
fara-7b,Huggingface--25,C5,1,0.0,hit_max_rounds,389,389,389,21,21,21,19,19,19,0,0,0,0,0,0,0,0,0,57.3,57.3,57.3
fara-7b,Huggingface--25,C7,1,1.0,success,359,359,359,7,7,7,5,5,5,0,0,0,4,4,4,0,0,0,57.7,57.7,57.7
fara-7b,Huggingface--25,C8,1,0.0,hit_max_rounds,381,381,381,11,11,11,9,9,9,0,0,0,7,7,7,0,0,0,58.7,58.7,58.7
fara-7b,Huggingface--26,C0,1,1.0,success,382,382,382,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,31.4,31.4,31.4
fara-7b,Huggingface--26,C2,1,1.0,success,361,361,361,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,30.9,30.9,30.9
fara-7b,Huggingface--26,C5,1,1.0,success,263,263,263,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,58.6,58.6,58.6
fara-7b,Huggingface--26,C7,1,1.0,success,360,360,360,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,31.0,31.0,31.0
fara-7b,Huggingface--26,C8,1,1.0,success,360,360,360,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,31.4,31.4,31.4
fara-7b,Huggingface--27,C0,1,1.0,success,187,187,187,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,23.9,23.9,23.9
fara-7b,Huggingface--27,C2,1,1.0,success,176,176,176,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,30.2,30.2,30.2
fara-7b,Huggingface--27,C5,1,0.0,hit_max_rounds,338,338,338,15,15,15,13,13,13,0,0,0,0,0,0,0,0,0,53.1,53.1,53.1
fara-7b,Huggingface--27,C7,1,1.0,success,176,176,176,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,29.8,29.8,29.8
fara-7b,Huggingface--27,C8,1,1.0,success,176,176,176,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,30.1,30.1,30.1
fara-7b,Huggingface--28,C0,1,0.0,hit_max_rounds,398,398,398,16,16,16,14,14,14,0,0,0,0,0,0,0,0,0,57.9,57.9,57.9
fara-7b,Huggingface--28,C2,1,1.0,success,351,351,351,7,7,7,5,5,5,0,0,0,4,4,4,0,0,0,37.6,37.6,37.6
fara-7b,Huggingface--28,C5,1,0.0,hit_max_rounds,435,435,435,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,55.9,55.9,55.9
fara-7b,Huggingface--28,C7,1,1.0,success,355,355,355,7,7,7,5,5,5,0,0,0,4,4,4,0,0,0,37.8,37.8,37.8
fara-7b,Huggingface--28,C8,1,0.0,hit_max_rounds,356,356,356,7,7,7,5,5,5,0,0,0,3,3,3,0,0,0,56.5,56.5,56.5
fara-7b,Huggingface--29,C0,1,1.0,success,356,356,356,14,14,14,12,12,12,0,0,0,0,0,0,0,0,0,38.1,38.1,38.1
fara-7b,Huggingface--29,C2,1,1.0,success,345,345,345,11,11,11,9,9,9,0,0,0,3,3,3,0,0,0,37.6,37.6,37.6
fara-7b,Huggingface--29,C5,1,1.0,success,401,401,401,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,32.3,32.3,32.3
fara-7b,Huggingface--29,C7,1,1.0,success,267,267,267,7,7,7,5,5,5,0,0,0,3,3,3,0,0,0,48.1,48.1,48.1
fara-7b,Huggingface--29,C8,1,1.0,success,345,345,345,11,11,11,9,9,9,0,0,0,3,3,3,0,0,0,39.0,39.0,39.0
fara-7b,Huggingface--3,C0,1,1.0,success,210,210,210,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,46.1,46.1,46.1
fara-7b,Huggingface--3,C2,1,1.0,success,205,205,205,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,46.3,46.3,46.3
fara-7b,Huggingface--3,C5,1,1.0,success,195,195,195,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,59.6,59.6,59.6
fara-7b,Huggingface--3,C7,1,1.0,success,184,184,184,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,46.1,46.1,46.1
fara-7b,Huggingface--3,C8,1,1.0,success,204,204,204,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,60.2,60.2,60.2
fara-7b,Huggingface--30,C0,1,0.0,hit_max_rounds,361,361,361,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,55.6,55.6,55.6
fara-7b,Huggingface--30,C2,1,0.0,agent_error,205,205,205,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,21.1,21.1,21.1
fara-7b,Huggingface--30,C5,1,0.0,hit_max_rounds,251,251,251,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,59.4,59.4,59.4
fara-7b,Huggingface--30,C7,1,0.0,hit_max_rounds,222,222,222,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,56.2,56.2,56.2
fara-7b,Huggingface--30,C8,1,0.0,hit_max_rounds,207,207,207,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,54.7,54.7,54.7
fara-7b,Huggingface--31,C0,1,1.0,success,246,246,246,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,24.7,24.7,24.7
fara-7b,Huggingface--31,C2,1,1.0,success,232,232,232,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,30.6,30.6,30.6
fara-7b,Huggingface--31,C5,1,1.0,success,244,244,244,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,24.1,24.1,24.1
fara-7b,Huggingface--31,C7,1,1.0,success,232,232,232,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,30.1,30.1,30.1
fara-7b,Huggingface--31,C8,1,1.0,success,232,232,232,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,30.2,30.2,30.2
fara-7b,Huggingface--32,C0,1,0.0,hit_max_rounds,339,339,339,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,54.1,54.1,54.1
fara-7b,Huggingface--32,C2,1,0.0,hit_max_rounds,325,325,325,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,52.8,52.8,52.8
fara-7b,Huggingface--32,C5,1,0.0,hit_max_rounds,327,327,327,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,54.9,54.9,54.9
fara-7b,Huggingface--32,C7,1,0.0,hit_max_rounds,326,326,326,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,53.0,53.0,53.0
fara-7b,Huggingface--32,C8,1,0.0,hit_max_rounds,453,453,453,8,8,8,5,5,5,0,0,0,5,5,5,0,0,0,57.3,57.3,57.3
fara-7b,Huggingface--33,C0,1,0.0,hit_max_rounds,565,565,565,23,23,23,21,21,21,0,0,0,0,0,0,0,0,0,61.5,61.5,61.5
fara-7b,Huggingface--33,C2,1,0.0,hit_max_rounds,177,177,177,9,9,9,7,7,7,0,0,0,8,8,8,0,0,0,53.3,53.3,53.3
fara-7b,Huggingface--33,C5,1,0.0,hit_max_rounds,466,466,466,22,22,22,20,20,20,0,0,0,0,0,0,0,0,0,54.1,54.1,54.1
fara-7b,Huggingface--33,C7,1,0.0,hit_max_rounds,177,177,177,9,9,9,7,7,7,0,0,0,8,8,8,0,0,0,53.9,53.9,53.9
fara-7b,Huggingface--33,C8,1,0.0,hit_max_rounds,164,164,164,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,52.8,52.8,52.8
fara-7b,Huggingface--34,C0,1,0.0,hit_max_rounds,553,553,553,16,16,16,14,14,14,0,0,0,0,0,0,0,0,0,59.4,59.4,59.4
fara-7b,Huggingface--34,C2,1,0.0,hit_max_rounds,107,107,107,8,8,8,6,6,6,0,0,0,6,6,6,0,0,0,49.7,49.7,49.7
fara-7b,Huggingface--34,C5,1,0.0,hit_max_rounds,525,525,525,16,16,16,14,14,14,0,0,0,0,0,0,0,0,0,62.3,62.3,62.3
fara-7b,Huggingface--34,C7,1,0.0,hit_max_rounds,107,107,107,8,8,8,6,6,6,0,0,0,6,6,6,0,0,0,49.3,49.3,49.3
fara-7b,Huggingface--34,C8,1,0.0,hit_max_rounds,471,471,471,12,12,12,10,10,10,0,0,0,8,8,8,0,0,0,60.3,60.3,60.3
fara-7b,Huggingface--35,C0,1,1.0,success,367,367,367,19,19,19,17,17,17,0,0,0,0,0,0,0,0,0,32.2,32.2,32.2
fara-7b,Huggingface--35,C2,1,0.0,hit_max_rounds,99,99,99,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,51.7,51.7,51.7
fara-7b,Huggingface--35,C5,1,1.0,success,496,496,496,16,16,16,13,13,13,0,0,0,0,0,0,0,0,0,42.8,42.8,42.8
fara-7b,Huggingface--35,C7,1,0.0,hit_max_rounds,99,99,99,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,51.3,51.3,51.3
fara-7b,Huggingface--35,C8,1,0.0,hit_max_rounds,145,145,145,7,7,7,5,5,5,0,0,0,4,4,4,0,0,0,49.6,49.6,49.6
fara-7b,Huggingface--36,C0,1,0.0,hit_max_rounds,380,380,380,18,18,18,16,16,16,0,0,0,0,0,0,0,0,0,57.3,57.3,57.3
fara-7b,Huggingface--36,C2,1,1.0,success,120,120,120,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,24.2,24.2,24.2
fara-7b,Huggingface--36,C5,1,1.0,success,128,128,128,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,29.5,29.5,29.5
fara-7b,Huggingface--36,C7,1,1.0,success,120,120,120,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,24.1,24.1,24.1
fara-7b,Huggingface--36,C8,1,1.0,success,120,120,120,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,24.0,24.0,24.0
fara-7b,Huggingface--37,C0,1,0.0,hit_max_rounds,396,396,396,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,60.4,60.4,60.4
fara-7b,Huggingface--37,C2,1,0.0,hit_max_rounds,388,388,388,8,8,8,6,6,6,0,0,0,7,7,7,0,0,0,59.7,59.7,59.7
fara-7b,Huggingface--37,C5,1,0.0,hit_max_rounds,356,356,356,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,56.7,56.7,56.7
fara-7b,Huggingface--37,C7,1,0.0,hit_max_rounds,390,390,390,8,8,8,6,6,6,0,0,0,7,7,7,0,0,0,60.0,60.0,60.0
fara-7b,Huggingface--37,C8,1,1.0,success,361,361,361,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,31.3,31.3,31.3
fara-7b,Huggingface--38,C0,1,1.0,success,330,330,330,17,17,17,15,15,15,0,0,0,0,0,0,0,0,0,46.7,46.7,46.7
fara-7b,Huggingface--38,C2,1,0.0,hit_max_rounds,179,179,179,8,8,8,6,6,6,0,0,0,7,7,7,0,0,0,58.7,58.7,58.7
fara-7b,Huggingface--38,C5,1,1.0,success,588,588,588,18,18,18,16,16,16,0,0,0,0,0,0,0,0,0,59.6,59.6,59.6
fara-7b,Huggingface--38,C7,1,0.0,hit_max_rounds,179,179,179,8,8,8,6,6,6,0,0,0,7,7,7,0,0,0,58.1,58.1,58.1
fara-7b,Huggingface--38,C8,1,0.0,hit_max_rounds,392,392,392,8,8,8,6,6,6,0,0,0,6,6,6,0,0,0,60.8,60.8,60.8
fara-7b,Huggingface--39,C0,1,1.0,success,360,360,360,20,20,20,18,18,18,0,0,0,0,0,0,0,0,0,61.3,61.3,61.3
fara-7b,Huggingface--39,C2,1,0.0,hit_max_rounds,315,315,315,9,9,9,7,7,7,0,0,0,8,8,8,0,0,0,56.3,56.3,56.3
fara-7b,Huggingface--39,C5,1,0.0,hit_max_rounds,369,369,369,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,58.3,58.3,58.3
fara-7b,Huggingface--39,C7,1,0.0,hit_max_rounds,353,353,353,8,8,8,6,6,6,0,0,0,8,8,8,0,0,0,56.7,56.7,56.7
fara-7b,Huggingface--39,C8,1,0.0,hit_max_rounds,187,187,187,7,7,7,5,5,5,0,0,0,8,8,8,0,0,0,59.2,59.2,59.2
fara-7b,Huggingface--4,C0,1,0.0,hit_max_rounds,225,225,225,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,57.0,57.0,57.0
fara-7b,Huggingface--4,C2,1,0.0,hit_max_rounds,206,206,206,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,54.8,54.8,54.8
fara-7b,Huggingface--4,C5,1,0.0,hit_max_rounds,581,581,581,18,18,18,16,16,16,0,0,0,0,0,0,0,0,0,60.4,60.4,60.4
fara-7b,Huggingface--4,C7,1,0.0,hit_max_rounds,213,213,213,9,9,9,7,7,7,0,0,0,3,3,3,0,0,0,56.4,56.4,56.4
fara-7b,Huggingface--4,C8,1,0.0,hit_max_rounds,209,209,209,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,56.6,56.6,56.6
fara-7b,Huggingface--40,C0,1,0.0,agent_error,248,248,248,15,15,15,11,11,11,0,0,0,0,0,0,0,0,0,23.6,23.6,23.6
fara-7b,Huggingface--40,C2,1,1.0,success,164,164,164,9,9,9,7,7,7,0,0,0,3,3,3,0,0,0,24.3,24.3,24.3
fara-7b,Huggingface--40,C5,1,1.0,success,174,174,174,12,12,12,10,10,10,0,0,0,0,0,0,0,0,0,23.1,23.1,23.1
fara-7b,Huggingface--40,C7,1,1.0,success,164,164,164,9,9,9,7,7,7,0,0,0,3,3,3,0,0,0,23.7,23.7,23.7
fara-7b,Huggingface--40,C8,1,1.0,success,169,169,169,9,9,9,7,7,7,0,0,0,3,3,3,0,0,0,30.2,30.2,30.2
fara-7b,Huggingface--41,C0,1,1.0,success,399,399,399,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,51.0,51.0,51.0
fara-7b,Huggingface--41,C2,1,1.0,success,400,400,400,9,9,9,7,7,7,0,0,0,3,3,3,0,0,0,49.0,49.0,49.0
fara-7b,Huggingface--41,C5,1,0.0,hit_max_rounds,371,371,371,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,39.9,39.9,39.9
fara-7b,Huggingface--41,C7,1,1.0,success,222,222,222,8,8,8,6,6,6,0,0,0,2,2,2,0,0,0,47.5,47.5,47.5
fara-7b,Huggingface--41,C8,1,1.0,success,376,376,376,12,12,12,10,10,10,0,0,0,3,3,3,0,0,0,36.7,36.7,36.7
fara-7b,Huggingface--42,C0,1,1.0,success,345,345,345,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,38.7,38.7,38.7
fara-7b,Huggingface--42,C2,1,1.0,success,322,322,322,7,7,7,5,5,5,0,0,0,3,3,3,0,0,0,31.0,31.0,31.0
fara-7b,Huggingface--42,C5,1,1.0,success,355,355,355,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,30.9,30.9,30.9
fara-7b,Huggingface--42,C7,1,1.0,success,322,322,322,7,7,7,5,5,5,0,0,0,3,3,3,0,0,0,30.5,30.5,30.5
fara-7b,Huggingface--42,C8,1,1.0,success,335,335,335,7,7,7,5,5,5,0,0,0,3,3,3,0,0,0,31.0,31.0,31.0
fara-7b,Huggingface--5,C0,1,1.0,success,396,396,396,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,32.0,32.0,32.0
fara-7b,Huggingface--5,C2,1,1.0,success,383,383,383,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,31.8,31.8,31.8
fara-7b,Huggingface--5,C5,1,1.0,success,395,395,395,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,31.1,31.1,31.1
fara-7b,Huggingface--5,C7,1,1.0,success,384,384,384,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,31.5,31.5,31.5
fara-7b,Huggingface--5,C8,1,1.0,success,385,385,385,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,31.9,31.9,31.9
fara-7b,Huggingface--6,C0,1,0.0,agent_error,607,607,607,19,19,19,17,17,17,0,0,0,0,0,0,0,0,0,49.5,49.5,49.5
fara-7b,Huggingface--6,C2,1,0.0,hit_max_rounds,363,363,363,12,12,12,10,10,10,0,0,0,5,5,5,0,0,0,58.7,58.7,58.7
fara-7b,Huggingface--6,C5,1,0.0,agent_error,687,687,687,19,19,19,15,15,15,0,0,0,0,0,0,0,0,0,49.9,49.9,49.9
fara-7b,Huggingface--6,C7,1,0.0,hit_max_rounds,336,336,336,12,12,12,10,10,10,0,0,0,5,5,5,0,0,0,53.8,53.8,53.8
fara-7b,Huggingface--6,C8,1,0.0,hit_max_rounds,372,372,372,11,11,11,9,9,9,0,0,0,4,4,4,0,0,0,61.3,61.3,61.3
fara-7b,Huggingface--7,C0,1,1.0,success,187,187,187,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,23.7,23.7,23.7
fara-7b,Huggingface--7,C2,1,1.0,success,176,176,176,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,23.5,23.5,23.5
fara-7b,Huggingface--7,C5,1,1.0,success,189,189,189,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,23.3,23.3,23.3
fara-7b,Huggingface--7,C7,1,1.0,success,176,176,176,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,23.1,23.1,23.1
fara-7b,Huggingface--7,C8,1,1.0,success,176,176,176,7,7,7,5,5,5,0,0,0,2,2,2,0,0,0,23.4,23.4,23.4
fara-7b,Huggingface--8,C0,1,1.0,success,1986,1986,1986,286,286,286,284,284,284,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0
fara-7b,Huggingface--8,C2,1,0.0,hit_max_rounds,369,369,369,10,10,10,8,8,8,0,0,0,5,5,5,0,0,0,53.1,53.1,53.1
fara-7b,Huggingface--8,C5,1,1.0,success,283,283,283,17,17,17,15,15,15,0,0,0,0,0,0,0,0,0,23.1,23.1,23.1
fara-7b,Huggingface--8,C7,1,1.0,success,390,390,390,10,10,10,8,8,8,0,0,0,5,5,5,0,0,0,53.1,53.1,53.1
fara-7b,Huggingface--8,C8,1,1.0,success,330,330,330,11,11,11,9,9,9,0,0,0,2,2,2,0,0,0,23.7,23.7,23.7
fara-7b,Huggingface--9,C0,1,0.0,hit_max_rounds,390,390,390,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,56.6,56.6,56.6
fara-7b,Huggingface--9,C2,1,1.0,success,360,360,360,9,9,9,6,6,6,0,0,0,3,3,3,0,0,0,54.3,54.3,54.3
fara-7b,Huggingface--9,C5,1,1.0,success,390,390,390,11,11,11,9,9,9,0,0,0,0,0,0,0,0,0,41.8,41.8,41.8
fara-7b,Huggingface--9,C7,1,0.0,hit_max_rounds,360,360,360,9,9,9,6,6,6,0,0,0,3,3,3,0,0,0,54.7,54.7,54.7
fara-7b,Huggingface--9,C8,1,0.0,hit_max_rounds,224,224,224,8,8,8,6,6,6,0,0,0,3,3,3,0,0,0,54.8,54.8,54.8
fara-7b,Wolfram_Alpha--0,C0,1,1.0,success,74,74,74,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,26.0,26.0,26.0
fara-7b,Wolfram_Alpha--0,C2,1,1.0,success,76,76,76,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,22.5,22.5,22.5
fara-7b,Wolfram_Alpha--0,C5,1,1.0,success,65,65,65,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24.1,24.1,24.1
fara-7b,Wolfram_Alpha--0,C7,1,1.0,success,104,104,104,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,30.3,30.3,30.3
fara-7b,Wolfram_Alpha--0,C8,1,1.0,success,76,76,76,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,21.9,21.9,21.9
fara-7b,Wolfram_Alpha--1,C0,1,1.0,success,139,139,139,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,43.9,43.9,43.9
fara-7b,Wolfram_Alpha--1,C2,1,1.0,success,130,130,130,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,24.5,24.5,24.5
fara-7b,Wolfram_Alpha--1,C5,1,1.0,success,220,220,220,9,9,9,7,7,7,0,0,0,0,0,0,0,0,0,25.1,25.1,25.1
fara-7b,Wolfram_Alpha--1,C7,1,0.0,hit_max_rounds,41,41,41,2,2,2,1,1,1,0,0,0,6,6,6,0,0,0,49.2,49.2,49.2
fara-7b,Wolfram_Alpha--1,C8,1,1.0,success,139,139,139,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,24.5,24.5,24.5
fara-7b,Wolfram_Alpha--10,C0,1,1.0,success,93,93,93,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,23.7,23.7,23.7
fara-7b,Wolfram_Alpha--10,C2,1,1.0,success,91,91,91,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,22.2,22.2,22.2
fara-7b,Wolfram_Alpha--10,C5,1,1.0,success,101,101,101,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,28.8,28.8,28.8
fara-7b,Wolfram_Alpha--10,C7,1,1.0,success,94,94,94,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,23.0,23.0,23.0
fara-7b,Wolfram_Alpha--10,C8,1,1.0,success,109,109,109,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,22.8,22.8,22.8
fara-7b,Wolfram_Alpha--11,C0,1,1.0,success,148,148,148,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,29.9,29.9,29.9
fara-7b,Wolfram_Alpha--11,C2,1,1.0,success,147,147,147,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,30.0,30.0,30.0
fara-7b,Wolfram_Alpha--11,C5,1,1.0,success,149,149,149,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,23.0,23.0,23.0
fara-7b,Wolfram_Alpha--11,C7,1,1.0,success,209,209,209,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,57.3,57.3,57.3
fara-7b,Wolfram_Alpha--11,C8,1,0.0,hit_max_rounds,156,156,156,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,54.6,54.6,54.6
fara-7b,Wolfram_Alpha--12,C0,1,0.0,hit_max_rounds,1384,1384,1384,219,219,219,217,217,217,0,0,0,0,0,0,0,0,0,95.5,95.5,95.5
fara-7b,Wolfram_Alpha--12,C2,1,0.0,hit_max_rounds,39,39,39,3,3,3,1,1,1,0,0,0,4,4,4,0,0,0,51.7,51.7,51.7
fara-7b,Wolfram_Alpha--12,C5,1,0.0,hit_max_rounds,1218,1218,1218,191,191,191,189,189,189,0,0,0,0,0,0,0,0,0,68.9,68.9,68.9
fara-7b,Wolfram_Alpha--12,C7,1,0.0,hit_max_rounds,37,37,37,3,3,3,1,1,1,0,0,0,3,3,3,0,0,0,50.7,50.7,50.7
fara-7b,Wolfram_Alpha--12,C8,1,0.0,hit_max_rounds,168,168,168,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,52.8,52.8,52.8
fara-7b,Wolfram_Alpha--13,C0,1,1.0,success,120,120,120,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,24.4,24.4,24.4
fara-7b,Wolfram_Alpha--13,C2,1,1.0,success,121,121,121,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,23.9,23.9,23.9
fara-7b,Wolfram_Alpha--13,C5,1,0.0,hit_max_rounds,118,118,118,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,52.7,52.7,52.7
fara-7b,Wolfram_Alpha--13,C7,1,0.0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
fara-7b,Wolfram_Alpha--13,C8,1,1.0,success,117,117,117,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,23.8,23.8,23.8
fara-7b,Wolfram_Alpha--14,C0,1,0.0,hit_max_rounds,149,149,149,4,4,4,2,2,2,0,0,0,0,0,0,0,0,0,56.7,56.7,56.7
